date,Último,Abertura,Máxima,Mínima,Vol.,Var%,value
2008-09-01,55162,55665,55665,54933,"520,00K","-0,93%",55162
2008-09-02,54404,55161,55412,54207,"1,16M","-1,37%",54404
2008-09-03,53527,54414,55241,52891,"1,44M","-1,61%",53527
2008-09-04,51409,53527,53749,51157,"1,54M","-3,96%",51409
2008-09-05,5194,51404,5194,50092,"1,44M","1,03%",5194
2008-09-08,50718,5194,53706,50646,"1,47M","-2,35%",50718
2008-09-09,48435,50711,50711,48419,"1,48M","-4,50%",48435
2008-09-10,49633,48439,49957,47606,"1,90M","2,47%",49633
2008-09-11,5127,49629,5127,48217,"1,56M","3,30%",5127
2008-09-12,52393,51267,52591,50789,"1,39M","2,19%",52393
2008-09-15,48416,52386,52386,48409,"1,59M","-7,59%",48416
2008-09-16,49229,48404,49313,46261,"2,05M","1,68%",49229
2008-09-17,45909,49218,49218,45859,"2,32M","-6,74%",45909
2008-09-18,48423,45909,49002,45295,"2,33M","5,48%",48423
2008-09-19,53055,48424,53168,48424,"2,10M","9,57%",53055
2008-09-22,51541,53055,53455,5153,"1,45M","-2,86%",51541
2008-09-23,49593,51537,51856,49289,"1,65M","-3,78%",49593
2008-09-24,49843,49598,50747,49598,"1,20M","0,50%",49843
2008-09-25,51828,49848,51867,49848,"1,40M","3,98%",51828
2008-09-26,50783,51824,51824,49902,"1,99M","-2,02%",50783
2008-09-29,46028,50743,50743,43766,"1,88M","-9,36%",46028
2008-09-30,49541,46026,49541,46026,"1,56M","7,63%",49541
2008-10-01,49799,49538,49834,47641,"1,50M","0,52%",49799
2008-10-02,46145,49805,49805,45113,"1,68M","-7,34%",46145
2008-10-03,44517,46155,48075,44158,"1,58M","-3,53%",44517
2008-10-06,42101,44502,44502,37617,"2,08M","-5,43%",42101
2008-10-07,4014,42104,43167,39583,"1,97M","-4,66%",4014
2008-10-08,38594,40137,40439,37597,"2,83M","-3,85%",38594
2008-10-09,3708,38594,40479,36832,"2,18M","-3,92%",3708
2008-10-10,3561,37079,37079,33238,"2,44M","-3,97%",3561
2008-10-13,40829,35609,40829,35609,"1,97M","14,66%",40829
2008-10-14,41569,40833,43753,40218,"2,26M","1,81%",41569
2008-10-15,36833,41567,41567,35411,"2,15M","-11,39%",36833
2008-10-16,36442,36835,37394,33752,"2,28M","-1,06%",36442
2008-10-17,36399,3644,38342,35834,"1,85M","-0,12%",36399
2008-10-20,39441,36401,39453,36401,"1,55M","8,36%",39441
2008-10-21,39043,3944,3998,38083,"1,53M","-1,01%",39043
2008-10-22,3507,39043,39043,35028,"1,65M","-10,18%",3507
2008-10-23,33818,35069,35777,32706,"1,96M","-3,57%",33818
2008-10-24,31482,33809,33809,30788,"2,25M","-6,91%",31482
2008-10-27,29435,3148,3148,29435,"1,70M","-6,50%",29435
2008-10-28,33387,29438,33387,29438,"2,34M","13,42%",33387
2008-10-29,34845,33387,35766,33387,"2,18M","4,37%",34845
2008-10-30,37449,34852,3759,34852,"2,49M","7,47%",37449
2008-10-31,37257,37447,37945,35858,"2,00M","-0,51%",37257
2008-11-03,38249,37261,38545,36938,"1,68M","2,66%",38249
2008-11-04,40255,38256,41003,38256,"2,13M","5,24%",40255
2008-11-05,37786,40245,40245,37711,"2,13M","-6,13%",37786
2008-11-06,36362,37786,37786,35387,"2,00M","-3,77%",36362
2008-11-07,36665,36362,37716,36297,"1,76M","0,83%",36665
2008-11-10,36776,36672,38725,36298,"1,47M","0,30%",36776
2008-11-11,37262,36775,37629,35499,"1,54M","1,32%",37262
2008-11-12,34374,37261,37261,34221,"2,41M","-7,75%",34374
2008-11-13,35993,34374,36244,33645,"1,89M","4,71%",35993
2008-11-14,35789,36003,36697,35016,"1,63M","-0,57%",35789
2008-11-17,35717,35777,36373,34427,"1,39M","-0,20%",35717
2008-11-18,34095,35698,35698,33882,"1,75M","-4,54%",34095
2008-11-19,33405,34098,34786,33275,"1,57M","-2,02%",33405
2008-11-21,31251,33403,33403,31081,"1,89M","-6,45%",31251
2008-11-24,34189,31255,34382,31255,"2,00M","9,40%",34189
2008-11-25,34813,34189,35532,3362,"1,71M","1,83%",34813
2008-11-26,3647,34814,36877,34319,"2,08M","4,76%",3647
2008-11-27,36213,3647,36817,36114,"878,65K","-0,70%",36213
2008-11-28,36596,36216,37217,35944,"1,55M","1,06%",36596
2008-12-01,34741,36596,36596,34396,"1,46M","-5,07%",34741
2008-12-02,35001,34743,35734,34743,"1,60M","0,75%",35001
2008-12-03,35297,35001,35476,33798,"2,24M","0,85%",35297
2008-12-04,35128,35311,35944,35128,"1,26M","-0,48%",35128
2008-12-05,35347,35125,35435,34013,"1,93M","0,63%",35347
2008-12-08,38285,35347,38426,35347,"2,42M","8,31%",38285
2008-12-09,37968,38285,38863,37653,"2,01M","-0,83%",37968
2008-12-10,39004,37972,39748,37972,"2,23M","2,73%",39004
2008-12-11,38519,39009,3988,38515,"1,95M","-1,24%",38519
2008-12-12,39374,38517,39374,37014,"1,69M","2,22%",39374
2008-12-15,3832,39368,39735,3832,"1,63M","-2,68%",3832
2008-12-16,39993,38324,39993,38324,"1,61M","4,37%",39993
2008-12-17,39947,39993,40361,39121,"2,28M","-0,12%",39947
2008-12-18,39536,39947,40498,38995,"1,70M","-1,03%",39536
2008-12-19,39131,39535,39785,38728,"1,22M","-1,02%",39131
2008-12-22,37619,3914,39452,37478,"1,28M","-3,87%",37619
2008-12-23,36471,37617,38005,36452,"859,92K","-3,05%",36471
2008-12-26,36864,3647,37136,36334,"508,53K","1,08%",36864
2008-12-29,3706,36864,37631,36638,"984,71K","0,53%",3706
2008-12-30,3755,3707,37783,37065,"1,57M","1,32%",3755
2009-01-02,40244,3755,40265,3755,"1,06M","7,17%",40244
2009-01-05,41519,40243,41889,39526,"1,91M","3,17%",41519
2009-01-06,42312,4152,42363,4152,"1,79M","1,91%",42312
2009-01-07,4082,42308,42308,40563,"1,38M","-3,53%",4082
2009-01-08,41991,40819,41991,40251,"1,56M","2,87%",41991
2009-01-09,41583,41992,42525,41181,"1,57M","-0,97%",41583
2009-01-12,39403,41585,41585,39345,"1,55M","-5,24%",39403
2009-01-13,39544,39397,40323,38623,"1,80M","0,36%",39544
2009-01-14,37982,39537,3957,37658,"2,20M","-3,95%",37982
2009-01-15,39151,37993,39197,36806,"2,03M","3,08%",39151
2009-01-16,39342,39149,39904,38578,"1,73M","0,49%",39342
2009-01-19,38828,39351,3957,387,"791,08K","-1,30%",38828
2009-01-20,37272,38828,39174,37272,"1,42M","-4,01%",37272
2009-01-21,38543,37279,38543,37279,"1,67M","3,41%",38543
2009-01-22,37894,38543,38845,37255,"1,74M","-1,68%",37894
2009-01-23,38132,37891,3866,36744,"1,43M","0,63%",38132
2009-01-26,38509,3813,39065,37831,"1,49M","0,99%",38509
2009-01-27,38699,38511,39025,38422,"1,42M","0,49%",38699
2009-01-28,40227,38704,40438,38704,"2,13M","3,95%",40227
2009-01-29,39638,40229,40229,39369,"1,33M","-1,46%",39638
2009-01-30,39301,39637,40273,39185,"1,48M","-0,85%",39301
2009-02-02,38666,39296,39364,38453,"1,33M","-1,61%",38666
2009-02-03,39747,38665,39765,38655,"1,55M","2,79%",39747
2009-02-04,40129,39746,4149,39746,"2,41M","0,96%",40129
2009-02-05,41109,4012,41373,39791,"1,93M","2,44%",41109
2009-02-06,42756,4111,42873,4111,"2,18M","4,01%",42756
2009-02-09,421,42755,43441,41977,"1,75M","-1,53%",421
2009-02-10,41207,42101,42819,4096,"2,28M","-2,12%",41207
2009-02-11,40846,41207,42032,40286,"1,67M","-0,88%",40846
2009-02-12,40501,40827,41082,39992,"1,78M","-0,84%",40501
2009-02-13,41674,40512,41833,40512,"1,45M","2,90%",41674
2009-02-16,41841,41672,41841,41026,"1,09M","0,40%",41841
2009-02-17,39847,41838,41838,39817,"1,73M","-4,77%",39847
2009-02-18,39674,39848,40434,39209,"1,65M","-0,43%",39674
2009-02-19,3973,39675,40433,3963,"1,16M","0,14%",3973
2009-02-20,38715,39725,39725,38103,"1,71M","-2,56%",38715
2009-02-25,38232,38712,38933,37694,"1,22M","-1,25%",38232
2009-02-26,3818,38234,39219,3818,"1,52M","-0,13%",3818
2009-02-27,38183,38178,38801,37324,"1,65M","0,01%",38183
2009-03-02,36235,3818,3818,36196,"1,73M","-5,10%",36235
2009-03-03,36468,36236,37085,35722,"1,73M","0,64%",36468
2009-03-04,38402,36468,38554,36468,"1,80M","5,31%",38402
2009-03-05,37369,38391,38391,36973,"1,35M","-2,69%",37369
2009-03-06,37105,37367,38309,36476,"1,48M","-0,71%",37105
2009-03-09,36741,37103,37464,36392,"1,07M","-0,98%",36741
2009-03-10,38795,36745,38804,36745,"1,79M","5,59%",38795
2009-03-11,38805,38795,3931,38238,"1,40M","0,03%",38805
2009-03-12,39152,38806,39304,38286,"1,63M","0,89%",39152
2009-03-13,39015,39152,39707,3858,"1,60M","-0,35%",39015
2009-03-16,38607,39018,39713,38467,"1,53M","-1,05%",38607
2009-03-17,39511,38608,39511,3808,"1,46M","2,34%",39511
2009-03-18,40142,39508,40551,3885,"1,73M","1,60%",40142
2009-03-19,40453,40146,41137,40146,"1,90M","0,78%",40453
2009-03-20,40076,40453,41053,40076,"1,39M","-0,93%",40076
2009-03-23,42439,40077,42509,40077,"1,88M","5,89%",42439
2009-03-24,41476,42439,42439,41476,"1,83M","-2,27%",41476
2009-03-25,41799,41478,42623,41114,"1,96M","0,78%",41799
2009-03-26,42589,41801,4268,41801,"1,64M","1,89%",42589
2009-03-27,41907,42589,42589,41586,"1,34M","-1,60%",41907
2009-03-30,40653,41909,41909,40351,"1,51M","-2,99%",40653
2009-03-31,40926,40661,4161,40661,"1,59M","0,67%",40926
2009-04-01,41976,40918,42005,40256,"1,67M","2,57%",41976
2009-04-02,43736,41977,44286,41977,"2,36M","4,19%",43736
2009-04-03,44391,43738,4461,4352,"1,88M","1,50%",44391
2009-04-06,44167,44385,44385,43429,"1,47M","-0,50%",44167
2009-04-07,43825,44163,44471,43593,"1,71M","-0,78%",43825
2009-04-08,44182,43828,4439,43706,"1,78M","0,82%",44182
2009-04-09,45539,44183,45702,44183,"1,92M","3,07%",45539
2009-04-13,45992,45536,46179,45226,"1,55M","1,00%",45992
2009-04-14,45418,45989,46591,45284,"2,13M","-1,25%",45418
2009-04-15,45273,4542,45453,44811,"1,76M","-0,32%",45273
2009-04-16,46025,45277,46211,45277,"1,77M","1,66%",46025
2009-04-17,45778,46018,46187,45723,"1,47M","-0,54%",45778
2009-04-20,44433,45778,45778,44275,"1,27M","-2,94%",44433
2009-04-22,44888,44434,45369,44434,"1,36M","1,02%",44888
2009-04-23,45801,44888,45804,44888,"1,24M","2,03%",45801
2009-04-24,46772,45801,46946,45801,"1,53M","2,12%",46772
2009-04-27,4582,46772,46772,45662,"1,69M","-2,04%",4582
2009-04-28,45821,45819,46138,44966,"1,79M","0,00%",45821
2009-04-29,47227,45825,4741,45825,"2,05M","3,07%",47227
2009-04-30,4729,47235,48126,47235,"2,14M","0,13%",4729
2009-05-04,50405,4729,50405,4729,"2,50M","6,59%",50405
2009-05-05,5067,50404,50909,50013,"1,95M","0,53%",5067
2009-05-06,51499,50675,52096,50672,"2,47M","1,64%",51499
2009-05-07,50058,51499,52079,49743,"2,03M","-2,80%",50058
2009-05-08,51396,50066,51396,50051,"1,69M","2,67%",51396
2009-05-11,50976,51389,51389,5006,"1,29M","-0,82%",50976
2009-05-12,50326,5098,51565,49808,"1,85M","-1,28%",50326
2009-05-13,48679,50317,50317,4843,"1,71M","-3,27%",48679
2009-05-14,49446,48671,49461,48284,"1,42M","1,58%",49446
2009-05-15,49007,49447,49552,48796,"1,51M","-0,89%",49007
2009-05-18,51463,49012,5149,49012,"1,73M","5,01%",51463
2009-05-19,51347,51465,52145,50987,"2,00M","-0,23%",51347
2009-05-20,51245,51349,5264,51143,"2,06M","-0,20%",51245
2009-05-21,50087,51244,51244,49565,"1,68M","-2,26%",50087
2009-05-22,50568,50089,50893,49989,"1,31M","0,96%",50568
2009-05-25,50816,50558,50969,50558,"490,96K","0,49%",50816
2009-05-26,51841,50817,51934,50074,"1,46M","2,02%",51841
2009-05-27,51792,5184,53092,51637,"1,73M","-0,09%",51792
2009-05-28,53041,51795,53041,51795,"1,52M","2,41%",53041
2009-05-29,53198,53047,53806,52432,"2,84M","0,30%",53198
2009-06-01,54486,53202,54857,53202,"1,80M","2,42%",54486
2009-06-02,540,54486,54955,5385,"1,92M","-0,89%",540
2009-06-03,52087,53999,54001,51643,"2,04M","-3,54%",52087
2009-06-04,53464,52094,53464,51745,"1,40M","2,64%",53464
2009-06-05,53341,53474,54627,5305,"1,44M","-0,23%",53341
2009-06-08,5363,5334,53905,52483,"1,18M","0,54%",5363
2009-06-09,53157,53633,54102,52845,"1,23M","-0,88%",53157
2009-06-10,53411,53159,54048,52819,"1,44M","0,48%",53411
2009-06-12,53558,53411,53936,53143,"1,42M","0,28%",53558
2009-06-15,52034,53558,53558,51252,"1,66M","-2,85%",52034
2009-06-16,51206,52035,52494,51166,"1,33M","-1,59%",51206
2009-06-17,51046,51197,51197,50265,"1,64M","-0,31%",51046
2009-06-18,50903,5105,51275,5051,"1,16M","-0,28%",50903
2009-06-19,51374,50908,51665,50908,"1,23M","0,92%",51374
2009-06-22,49495,51367,51367,49411,"1,60M","-3,66%",49495
2009-06-23,49814,49496,49902,4913,"1,40M","0,64%",49814
2009-06-24,49672,49819,50758,4952,"1,37M","-0,28%",49672
2009-06-25,51515,49668,51515,49327,"1,59M","3,71%",51515
2009-06-26,51486,51517,51935,51341,"1,22M","-0,06%",51486
2009-06-29,52138,51488,52275,51488,"1,05M","1,27%",52138
2009-06-30,51465,52143,52435,51102,"1,32M","-1,29%",51465
2009-07-01,51544,51464,52383,51464,"1,37M","0,15%",51544
2009-07-02,51025,51538,51538,50608,"1,01M","-1,01%",51025
2009-07-03,50935,51026,51167,50915,"487,81K","-0,18%",50935
2009-07-06,50622,50932,50932,49691,"1,38M","-0,61%",50622
2009-07-07,49457,50619,50621,494,"1,64M","-2,30%",49457
2009-07-08,49178,4946,49846,48456,"1,55M","-0,56%",49178
2009-07-10,49221,49175,49326,48714,"1,04M","0,09%",49221
2009-07-13,49187,49221,49644,48262,"1,33M","-0,07%",49187
2009-07-14,48873,49186,49647,48573,"1,43M","-0,64%",48873
2009-07-15,51297,48876,51488,48876,"1,89M","4,96%",51297
2009-07-16,51918,51292,52338,50703,"1,55M","1,21%",51918
2009-07-17,52072,51918,52352,51736,"1,23M","0,30%",52072
2009-07-20,53155,52073,53262,52073,"1,50M","2,08%",53155
2009-07-21,53234,53155,53716,5252,"1,40M","0,15%",53234
2009-07-22,53073,53232,53664,52543,"1,36M","-0,30%",53073
2009-07-23,54249,53074,54629,53065,"2,06M","2,22%",54249
2009-07-24,54457,54249,546,54037,"1,13M","0,38%",54457
2009-07-27,54549,54458,54886,53943,"1,11M","0,17%",54549
2009-07-28,54472,54547,54547,53779,"1,30M","-0,14%",54472
2009-07-29,53735,5447,5447,53256,"1,23M","-1,35%",53735
2009-07-30,54478,53735,55083,53735,"1,25M","1,38%",54478
2009-07-31,54766,54474,5498,54206,"1,23M","0,53%",54766
2009-08-03,55998,54766,562,54766,"1,26M","2,25%",55998
2009-08-04,56038,55998,56656,55727,"1,51M","0,07%",56038
2009-08-05,56384,56041,56586,55407,"1,24M","0,62%",56384
2009-08-06,55755,56385,5678,55361,"1,33M","-1,12%",55755
2009-08-07,5633,55758,56644,55758,"1,26M","1,03%",5633
2009-08-10,5683,56329,5683,56151,"1,19M","0,89%",5683
2009-08-11,55761,56816,56816,55568,"1,41M","-1,88%",55761
2009-08-12,56588,55761,56696,55714,"1,66M","1,48%",56588
2009-08-13,57048,56588,57367,56533,"1,51M","0,81%",57048
2009-08-14,56638,57048,5719,55979,"1,50M","-0,72%",56638
2009-08-17,55218,56636,56636,54881,"1,40M","-2,51%",55218
2009-08-18,55749,55219,55891,55216,"1,13M","0,96%",55749
2009-08-19,56156,55748,56212,54918,"1,28M","0,73%",56156
2009-08-20,56831,56173,56897,56143,"1,07M","1,20%",56831
2009-08-21,57729,56836,57782,56836,"1,24M","1,58%",57729
2009-08-24,57775,57731,58634,57698,"1,43M","0,08%",57775
2009-08-25,57421,57778,58311,57401,"1,25M","-0,61%",57421
2009-08-26,57766,57425,57791,57106,"1,24M","0,60%",57766
2009-08-27,57704,57769,57878,56845,"1,35M","-0,11%",57704
2009-08-28,57701,57704,58136,57344,"1,18M","-0,01%",57701
2009-08-31,56489,57698,57698,5617,"1,50M","-2,10%",56489
2009-09-01,55815,56489,57002,55764,"1,44M","-1,19%",55815
2009-09-02,55386,55813,55948,55386,"1,64M","-0,77%",55386
2009-09-03,55707,55389,55888,55339,"1,27M","0,58%",55707
2009-09-04,56652,55707,56729,55656,"1,20M","1,70%",56652
2009-09-08,57855,56655,57855,56655,"1,37M","2,12%",57855
2009-09-09,5791,57844,58089,57534,"1,36M","0,10%",5791
2009-09-10,58536,57908,58538,57615,"1,40M","1,08%",58536
2009-09-11,58366,58537,58834,58145,"1,12M","-0,29%",58366
2009-09-14,58868,58363,58868,57753,"990,51K","0,86%",58868
2009-09-15,59264,58868,59401,58691,"1,13M","0,67%",59264
2009-09-16,60411,59265,60526,59265,"1,81M","1,94%",60411
2009-09-17,60236,60409,61027,60116,"1,59M","-0,29%",60236
2009-09-18,60703,60236,6071,60158,"1,29M","0,78%",60703
2009-09-21,60928,60703,61066,60014,"1,36M","0,37%",60928
2009-09-22,61493,60938,62017,60938,"1,59M","0,93%",61493
2009-09-23,60496,61489,6163,60478,"1,52M","-1,62%",60496
2009-09-24,60046,60496,60978,596,"1,31M","-0,74%",60046
2009-09-25,60356,60045,60472,59755,"989,79K","0,52%",60356
2009-09-28,61317,60357,61317,60357,"955,74K","1,59%",61317
2009-09-29,61235,61316,61599,6075,"1,18M","-0,13%",61235
2009-09-30,61518,61241,61926,60978,"1,54M","0,46%",61518
2009-10-01,60459,61519,61519,60306,"1,40M","-1,72%",60459
2009-10-02,61172,60453,61333,59678,"1,74M","1,18%",61172
2009-10-05,62369,61178,6246,61178,"1,34M","1,96%",62369
2009-10-06,62671,62378,63291,62002,"1,67M","0,48%",62671
2009-10-07,62638,62666,63015,62104,"1,41M","-0,05%",62638
2009-10-08,6376,6264,63816,6264,"1,77M","1,79%",6376
2009-10-09,64071,63772,64177,63493,"1,15M","0,49%",64071
2009-10-13,64646,64075,64646,63967,"1,19M","0,90%",64646
2009-10-14,66201,64653,66393,64653,"2,10M","2,41%",66201
2009-10-15,66703,66199,66703,65837,"1,33M","0,76%",66703
2009-10-16,662,66703,66703,65499,"1,48M","-0,75%",662
2009-10-19,67239,662,6753,66194,"1,40M","1,57%",67239
2009-10-20,65303,67231,67231,64076,"2,65M","-2,88%",65303
2009-10-21,65486,65302,67157,65221,"1,79M","0,28%",65486
2009-10-22,66135,6549,66502,65454,"1,27M","0,99%",66135
2009-10-23,65059,66144,66982,64988,"1,39M","-1,63%",65059
2009-10-26,65086,65056,65901,64501,"1,38M","0,04%",65086
2009-10-27,63161,6509,65498,63161,"1,50M","-2,96%",63161
2009-10-28,60162,63161,63173,60146,"2,24M","-4,75%",60162
2009-10-29,63721,60167,63907,60167,"1,75M","5,91%",63721
2009-10-30,61546,63721,64226,60913,"2,00M","-3,41%",61546
2009-11-03,62643,61539,63237,60724,"1,90M","1,78%",62643
2009-11-04,63913,6265,64142,6265,"1,89M","2,03%",63913
2009-11-05,64816,63907,6483,637,"1,58M","1,41%",64816
2009-11-06,64466,6482,65094,63587,"1,66M","-0,54%",64466
2009-11-09,66214,64475,66236,64475,"1,60M","2,71%",66214
2009-11-10,66303,66214,66709,65706,"1,65M","0,13%",66303
2009-11-11,66431,66303,6717,66028,"1,81M","0,19%",66431
2009-11-12,64448,66427,66614,64319,"1,91M","-2,99%",64448
2009-11-13,65326,64452,65788,64229,"1,86M","1,36%",65326
2009-11-16,66627,65326,66896,65326,"1,76M","1,99%",66627
2009-11-17,67406,66632,67409,66232,"1,73M","1,17%",67406
2009-11-18,66516,6743,6806,66494,"1,59M","-1,32%",66516
2009-11-19,66327,66514,66564,65547,"1,47M","-0,28%",66327
2009-11-23,66809,66335,67365,66335,"1,58M","0,73%",66809
2009-11-24,67317,66812,67317,65969,"1,35M","0,76%",67317
2009-11-25,67917,67319,67997,67241,"1,39M","0,89%",67917
2009-11-26,66392,67911,67911,66236,"825,67K","-2,25%",66392
2009-11-27,67082,66371,67086,65737,"1,17M","1,04%",67082
2009-11-30,67044,67082,67545,66876,"2,22M","-0,06%",67044
2009-12-01,68408,67051,68757,67051,"2,33M","2,03%",68408
2009-12-02,68615,68412,69139,68412,"1,36M","0,30%",68615
2009-12-03,68315,68622,69336,68308,"1,22M","-0,44%",68315
2009-12-04,67604,68316,69361,67328,"1,41M","-1,04%",67604
2009-12-07,68512,67611,68866,67611,"1,19M","1,34%",68512
2009-12-08,67729,68511,68511,6747,"1,55M","-1,14%",67729
2009-12-09,68012,67736,68272,67484,"1,14M","0,42%",68012
2009-12-10,68728,68021,68912,68021,"1,47M","1,05%",68728
2009-12-11,69267,6875,69502,6875,"1,49M","0,78%",69267
2009-12-14,69349,69273,69785,69193,"1,29M","0,12%",69349
2009-12-15,69311,69345,69515,68822,"1,28M","-0,06%",69311
2009-12-16,68622,6931,69622,68466,"1,71M","-0,99%",68622
2009-12-17,67068,68619,68619,66792,"1,34M","-2,27%",67068
2009-12-18,66794,67068,67281,66322,"1,08M","-0,41%",66794
2009-12-21,65925,66806,67671,65925,"1,41M","-1,30%",65925
2009-12-22,67418,6594,67421,6594,"1,27M","2,26%",67418
2009-12-23,67589,67418,6781,66943,"904,33K","0,25%",67589
2009-12-28,67902,67591,68277,67591,"556,35K","0,46%",67902
2009-12-29,68296,67902,68309,67902,"669,25K","0,58%",68296
2009-12-30,68588,68277,68588,67749,"1,18M","0,43%",68588
2010-01-04,70045,68587,70081,68587,"1,66M","2,12%",70045
2010-01-05,7024,70046,70595,69928,"1,98M","0,28%",7024
2010-01-06,70729,70237,70937,70016,"2,24M","0,70%",70729
2010-01-07,70451,70723,70723,70045,"1,55M","-0,39%",70451
2010-01-08,70263,70455,70766,70158,"1,63M","-0,27%",70263
2010-01-11,70433,70267,71068,70158,"1,57M","0,24%",70433
2010-01-12,70076,70429,70429,69284,"1,63M","-0,51%",70076
2010-01-13,70385,70081,70626,69535,"1,82M","0,44%",70385
2010-01-14,69801,70377,70508,69661,"1,83M","-0,83%",69801
2010-01-15,68978,6978,69788,68695,"1,65M","-1,18%",68978
2010-01-18,69401,68983,69748,68983,"1,14M","0,61%",69401
2010-01-19,69909,69396,70036,68867,"1,32M","0,73%",69909
2010-01-20,682,69901,69901,67546,"1,99M","-2,44%",682
2010-01-21,6627,682,68458,65996,"2,26M","-2,83%",6627
2010-01-22,6622,66264,6666,65445,"1,30M","-0,08%",6622
2010-01-26,65524,66213,66213,64719,"1,99M","-1,05%",65524
2010-01-27,6507,65527,65663,64553,"1,81M","-0,69%",6507
2010-01-28,65588,65071,66049,64541,"1,65M","0,80%",65588
2010-01-29,65402,65591,66576,6514,"1,82M","-0,28%",65402
2010-02-01,66572,65402,66763,65362,"1,49M","1,79%",66572
2010-02-02,67163,66589,67321,66539,"1,59M","0,89%",67163
2010-02-03,67109,67163,67347,66774,"1,76M","-0,08%",67109
2010-02-04,63934,671,671,6375,"2,26M","-4,73%",63934
2010-02-05,62763,63934,64001,61341,"3,05M","-1,83%",62763
2010-02-08,63153,6276,63923,62728,"1,88M","0,62%",63153
2010-02-09,64718,63164,65526,63164,"1,36M","2,48%",64718
2010-02-10,65051,64721,6517,6432,"891,04K","0,51%",65051
2010-02-11,66129,6505,66145,64344,"1,26M","1,66%",66129
2010-02-12,65855,66129,66133,65123,"873,28K","-0,41%",65855
2010-02-17,67285,65863,67542,65863,"1,04M","2,17%",67285
2010-02-18,67836,67285,67836,6655,"1,29M","0,82%",67836
2010-02-19,67597,67811,67935,6721,"1,25M","-0,35%",67597
2010-02-22,67184,67598,6812,67035,"1,40M","-0,61%",67184
2010-02-23,66108,67179,67179,6566,"1,64M","-1,60%",66108
2010-02-24,65795,6611,66514,65534,"1,57M","-0,47%",65795
2010-02-25,66121,65765,66325,64429,"1,79M","0,50%",66121
